TransactionID,CustomerID,StoreID,TransactionDate,PaymentMethod,TransactionTotal
14366,1855,3,2026-01-17,Credit,0
14367,3347,24,2025-08-31,Credit,0
14368,3054,9,2024-08-09,Cash,0
14369,1093,8,2026-01-08,Cash,0
14370,2260,14,2026-04-26,Credit,0
14371,1798,12,2026-02-14,Debit,0
14372,1011,14,2025-10-11,Credit,0
14373,4066,18,2025-01-25,Credit,0
14374,1599,22,2025-09-20,Debit,0
14375,3880,16,2025-05-18,Cash,0
14376,439,10,2025-10-25,Cash,0
14377,4610,16,2025-10-15,Cash,0
14378,4113,17,2025-03-31,Credit,0
14379,2237,5,2025-08-04,Debit,0
14380,911,24,2024-09-14,Debit,0
14381,3486,11,2025-04-17,Debit,0
14382,2309,12,2025-08-27,Debit,0
14383,1786,20,2025-01-08,Cash,0
14384,4268,9,2026-05-04,Cash,0
14385,1665,9,2024-08-13,Debit,0
14386,3544,20,2026-01-09,Debit,0
14387,2456,24,2025-03-22,Debit,0
14388,2183,10,2026-07-15,Cash,0
14389,3423,13,2025-04-15,Credit,0
14390,4867,19,2025-03-23,Credit,0
14391,2457,5,2026-06-13,Debit,0
14392,1776,6,2026-01-28,Credit,0
14393,1547,13,2024-11-23,Credit,0
14394,1903,1,2024-11-26,Credit,0
14395,4533,1,2026-07-25,Cash,0
14396,804,21,2025-10-13,Credit,0
14397,4432,16,2026-07-08,Cash,0
14398,929,21,2025-11-02,Cash,0
14399,4651,18,2024-11-15,Credit,0
14400,1550,24,2025-11-29,Cash,0
14401,1347,2,2024-12-26,Credit,0
14402,240,12,2025-05-27,Debit,0
14403,2798,15,2024-10-25,Cash,0
14404,1663,18,2024-08-17,Debit,0
14405,1009,14,2024-09-06,Credit,0
14406,391,3,2026-06-10,Credit,0
14407,3520,3,2025-08-09,Credit,0
14408,886,8,2025-05-21,Credit,0
14409,3533,22,2025-06-21,Debit,0
14410,486,23,2025-04-15,Debit,0
14411,4855,11,2024-08-22,Credit,0
14412,263,12,2026-01-06,Credit,0
14413,618,17,2025-03-24,Debit,0
14414,381,10,2025-10-04,Credit,0
14415,4047,16,2025-02-12,Cash,0
14416,2902,2,2026-04-25,Cash,0
14417,991,17,2025-11-18,Credit,0
14418,2474,19,2025-08-12,Debit,0
14419,2403,3,2026-08-01,Debit,0
14420,1833,6,2026-06-21,Cash,0
14421,4313,11,2024-09-09,Debit,0
14422,3330,8,2024-12-07,Cash,0
14423,3461,14,2025-06-16,Credit,0
14424,41,6,2024-11-30,Cash,0
14425,2750,5,2026-05-21,Credit,0
14426,760,16,2026-07-11,Credit,0
14427,4701,22,2024-09-06,Cash,0
14428,866,4,2025-10-02,Credit,0
14429,1429,18,2026-06-04,Credit,0
14430,569,8,2025-02-19,Cash,0
14431,2643,3,2026-02-05,Cash,0
14432,1271,15,2024-08-05,Cash,0
14433,145,12,2025-11-22,Credit,0
14434,4268,3,2024-08-28,Debit,0
14435,3767,21,2025-10-28,Credit,0
14436,3438,22,2024-08-13,Cash,0
14437,2727,13,2025-04-15,Cash,0
14438,1993,7,2025-11-04,Cash,0
14439,4840,9,2025-08-24,Debit,0
14440,4725,24,2025-02-03,Credit,0
14441,3690,13,2024-12-02,Credit,0
14442,4315,11,2025-05-07,Credit,0
14443,2179,7,2026-03-23,Debit,0
14444,3158,9,2026-05-27,Debit,0
14445,4146,5,2025-08-10,Credit,0
14446,2656,9,2026-04-11,Debit,0
14447,1686,16,2025-04-02,Cash,0
14448,2035,8,2024-10-08,Cash,0
14449,343,8,2025-12-08,Credit,0
14450,57,9,2026-07-13,Debit,0
14451,812,13,2025-06-19,Credit,0
14452,3318,5,2025-10-21,Cash,0
14453,2331,21,2024-10-18,Cash,0
14454,2999,8,2025-06-24,Credit,0
14455,383,4,2026-05-13,Cash,0
14456,4312,21,2024-12-28,Cash,0
14457,4858,10,2026-05-17,Cash,0
14458,32,4,2026-05-17,Cash,0
14459,1115,19,2026-03-14,Debit,0
14460,1100,2,2026-01-06,Debit,0
14461,4118,4,2025-04-27,Credit,0
14462,4056,24,2025-08-03,Credit,0
14463,2393,4,2025-07-13,Debit,0
14464,3166,12,2025-03-18,Debit,0
14465,3422,21,2024-10-15,Cash,0
14466,3692,2,2026-03-20,Debit,0
14467,305,21,2025-11-03,Debit,0
14468,1931,21,2026-05-27,Credit,0
14469,3890,7,2025-08-13,Debit,0
14470,3010,3,2025-07-17,Debit,0
14471,1934,12,2025-12-29,Cash,0
14472,2632,12,2025-03-31,Credit,0
14473,2153,14,2026-06-24,Credit,0
14474,1355,5,2025-05-07,Cash,0
14475,4387,23,2026-07-11,Debit,0
14476,3754,25,2026-04-25,Debit,0
14477,3171,2,2025-10-31,Cash,0
14478,3990,10,2026-02-28,Credit,0
14479,12,19,2024-09-20,Cash,0
14480,1263,13,2026-03-31,Cash,0
14481,4969,8,2026-01-28,Debit,0
14482,4546,4,2026-07-13,Debit,0
14483,830,10,2024-12-30,Cash,0
14484,4458,12,2024-10-31,Credit,0
14485,2436,2,2024-11-10,Cash,0
14486,2547,17,2024-08-08,Credit,0
14487,3291,11,2024-09-16,Debit,0
14488,64,18,2025-03-25,Debit,0
14489,3168,19,2026-05-31,Debit,0
14490,2219,22,2026-04-19,Debit,0
14491,4895,11,2025-12-12,Debit,0
14492,4638,15,2024-08-15,Debit,0
14493,2954,12,2024-12-08,Debit,0
14494,545,6,2025-09-12,Cash,0
14495,2390,1,2025-11-15,Cash,0
14496,671,25,2025-02-21,Credit,0
14497,2686,5,2025-04-11,Cash,0
14498,216,10,2025-12-02,Cash,0
14499,734,12,2025-03-10,Cash,0
14500,3955,14,2025-03-31,Cash,0
14501,4863,23,2025-08-23,Debit,0
14502,1399,1,2026-02-25,Cash,0
14503,1211,24,2025-12-26,Cash,0
14504,3761,5,2024-09-14,Cash,0
14505,346,19,2025-03-20,Debit,0
14506,1823,9,2025-09-14,Cash,0
14507,1536,1,2026-01-31,Credit,0
14508,1126,10,2026-01-25,Cash,0
14509,4907,18,2025-12-04,Credit,0
14510,2945,15,2025-06-28,Debit,0
14511,4195,16,2024-12-03,Cash,0
14512,2366,4,2026-07-26,Credit,0
14513,1962,15,2025-10-21,Cash,0
14514,1704,2,2026-02-16,Credit,0
14515,3744,8,2026-03-25,Debit,0
14516,4039,4,2025-11-09,Credit,0
14517,1737,13,2025-12-25,Credit,0
14518,563,17,2025-04-26,Debit,0
14519,3821,9,2026-02-08,Credit,0
14520,4075,17,2025-02-04,Credit,0
14521,2948,7,2026-03-27,Credit,0
14522,2978,6,2025-05-30,Debit,0
14523,4371,11,2024-08-30,Cash,0
14524,2609,11,2024-11-17,Credit,0
14525,4674,11,2025-01-15,Cash,0
14526,2580,9,2025-10-17,Cash,0
14527,2389,8,2026-07-07,Debit,0
14528,443,10,2026-07-05,Cash,0
14529,4486,16,2024-11-20,Cash,0
14530,2351,8,2024-11-20,Cash,0
14531,4429,17,2025-11-23,Debit,0
14532,4575,25,2026-05-18,Debit,0
14533,267,14,2024-11-25,Debit,0
14534,974,10,2025-08-08,Debit,0
14535,1264,12,2024-11-15,Credit,0
14536,409,19,2025-04-14,Credit,0
14537,3127,19,2025-04-14,Cash,0
14538,2034,25,2025-09-15,Debit,0
14539,2720,23,2026-01-05,Debit,0
14540,4702,22,2025-06-27,Cash,0
14541,827,11,2024-12-10,Debit,0
14542,138,17,2024-08-11,Credit,0
14543,9,14,2024-11-01,Cash,0
14544,4693,11,2026-07-08,Credit,0
14545,2362,11,2026-01-13,Debit,0
14546,2845,1,2025-07-23,Credit,0
14547,2627,23,2026-05-02,Credit,0
14548,1482,20,2026-05-05,Debit,0
14549,2818,8,2026-02-13,Debit,0
14550,377,9,2025-05-04,Debit,0
14551,3367,24,2025-06-16,Credit,0
14552,505,20,2025-02-13,Credit,0
14553,2901,13,2026-02-24,Credit,0
14554,1929,11,2025-09-20,Cash,0
14555,2912,4,2024-12-11,Credit,0
14556,1943,9,2026-05-07,Debit,0
14557,248,6,2024-12-05,Debit,0
14558,2969,12,2025-08-19,Debit,0
14559,4018,22,2026-06-10,Cash,0
14560,1020,9,2025-11-13,Cash,0
14561,4830,11,2026-03-18,Cash,0
14562,1969,21,2026-02-24,Cash,0
14563,3505,19,2025-07-25,Cash,0
14564,3120,18,2025-02-06,Cash,0
14565,2451,2,2026-05-14,Cash,0
14566,841,4,2024-11-07,Cash,0
14567,2203,12,2025-01-09,Debit,0
14568,4675,17,2025-08-17,Cash,0
14569,2357,13,2026-07-24,Cash,0
14570,3233,12,2024-12-15,Cash,0
14571,2510,21,2025-07-16,Credit,0
14572,1745,1,2026-03-16,Credit,0
14573,3466,14,2025-06-24,Debit,0
14574,1617,10,2024-10-11,Credit,0
14575,1019,14,2025-11-23,Debit,0
14576,442,12,2025-10-01,Credit,0
14577,2648,16,2026-06-03,Debit,0
14578,1558,24,2025-03-26,Credit,0
14579,328,9,2026-06-13,Debit,0
14580,2757,21,2025-01-13,Debit,0
14581,1574,14,2025-06-08,Cash,0
14582,1819,7,2026-03-23,Cash,0
14583,4920,21,2026-02-20,Cash,0
14584,605,23,2025-05-28,Cash,0
14585,610,23,2025-05-25,Cash,0
14586,4550,4,2025-08-07,Cash,0
14587,334,7,2025-06-18,Credit,0
14588,4007,16,2026-03-28,Cash,0
14589,4491,1,2025-09-01,Cash,0
14590,3655,24,2026-05-03,Debit,0
14591,4580,20,2024-12-07,Credit,0
14592,771,19,2025-09-17,Credit,0
14593,3301,18,2025-08-25,Debit,0
14594,89,23,2026-06-02,Debit,0
14595,3159,14,2025-10-07,Credit,0
14596,4154,10,2024-08-30,Cash,0
14597,1608,3,2026-06-04,Debit,0
14598,2626,2,2024-08-16,Credit,0
14599,4448,7,2025-06-06,Cash,0
14600,4362,3,2026-03-29,Credit,0
14601,1474,16,2025-02-28,Cash,0
14602,2404,20,2026-04-14,Credit,0
14603,366,4,2026-02-28,Debit,0
14604,447,12,2025-05-24,Debit,0
14605,1633,20,2025-07-15,Cash,0
14606,2289,13,2024-10-26,Credit,0
14607,4233,20,2026-06-03,Credit,0
14608,2173,16,2025-09-20,Credit,0
14609,2009,17,2025-12-22,Debit,0
14610,2033,19,2025-06-13,Debit,0
14611,1759,16,2025-02-23,Cash,0
14612,3011,24,2026-02-20,Credit,0
14613,104,3,2025-03-06,Debit,0
14614,1902,22,2025-06-14,Debit,0
14615,4270,10,2025-02-05,Credit,0
14616,3386,5,2024-11-10,Cash,0
14617,289,7,2024-12-01,Cash,0
14618,1841,2,2025-08-02,Cash,0
14619,90,4,2025-07-15,Credit,0
14620,4984,5,2025-05-09,Debit,0
14621,4391,13,2026-03-22,Cash,0
14622,906,16,2026-04-07,Cash,0
14623,4158,12,2026-02-21,Debit,0
14624,2984,12,2025-04-25,Debit,0
14625,405,12,2025-10-27,Cash,0
14626,4456,3,2025-05-15,Credit,0
14627,3822,22,2024-09-26,Debit,0
14628,752,10,2025-01-23,Cash,0
14629,3164,14,2024-10-18,Cash,0
14630,2424,10,2026-02-09,Cash,0
14631,3375,16,2025-02-28,Debit,0
14632,26,9,2026-03-25,Credit,0
14633,736,3,2025-12-24,Cash,0
14634,4107,2,2025-09-09,Cash,0
14635,1464,21,2026-01-06,Debit,0
14636,2258,20,2025-05-26,Cash,0
14637,1663,11,2025-06-06,Credit,0
14638,4826,16,2026-03-30,Debit,0
14639,4310,19,2025-01-25,Debit,0
14640,3315,9,2026-07-27,Cash,0
14641,3047,5,2024-08-20,Debit,0
14642,2776,24,2026-06-11,Cash,0
14643,740,15,2025-06-30,Debit,0
14644,4786,3,2026-05-05,Cash,0
14645,2972,25,2026-01-13,Cash,0
14646,3620,6,2026-05-28,Debit,0
14647,3360,12,2026-06-11,Debit,0
14648,1835,7,2026-01-25,Debit,0
14649,1622,9,2025-12-10,Cash,0
14650,2519,18,2025-04-18,Credit,0
14651,4980,3,2024-10-06,Credit,0
14652,496,1,2024-09-06,Cash,0
14653,201,6,2024-12-09,Debit,0
14654,1450,1,2025-02-28,Cash,0
14655,1086,15,2025-05-06,Debit,0
14656,3077,1,2025-10-05,Debit,0
14657,3260,5,2024-10-17,Debit,0
14658,4770,12,2025-09-17,Debit,0
14659,4457,16,2026-08-03,Debit,0
14660,2444,4,2024-08-11,Cash,0
14661,1060,24,2025-08-10,Credit,0
14662,2545,17,2025-11-21,Debit,0
14663,1431,3,2024-11-14,Debit,0
14664,1438,16,2026-07-28,Debit,0
14665,1217,3,2025-01-13,Credit,0
14666,2099,2,2026-07-27,Credit,0
14667,2354,16,2024-08-20,Credit,0
14668,4615,22,2025-05-28,Cash,0
14669,1660,14,2026-07-15,Debit,0
14670,907,14,2024-12-28,Cash,0
14671,3421,17,2026-03-23,Debit,0
14672,4819,22,2025-12-05,Credit,0
14673,4643,20,2026-07-07,Credit,0
14674,618,21,2025-07-25,Cash,0
14675,3145,8,2026-01-27,Credit,0
14676,4351,23,2024-11-05,Cash,0
14677,3699,20,2025-11-04,Debit,0
14678,710,10,2026-02-16,Debit,0
14679,2820,1,2025-11-25,Credit,0
14680,3815,8,2024-11-12,Cash,0
14681,1604,2,2025-06-15,Credit,0
14682,4272,16,2025-08-28,Cash,0
14683,1817,17,2026-05-16,Cash,0
14684,2245,6,2024-10-15,Credit,0
14685,4479,12,2024-11-08,Credit,0
14686,1277,16,2026-01-08,Cash,0
14687,2394,20,2026-07-17,Debit,0
14688,1896,9,2024-08-26,Debit,0
14689,2506,13,2025-03-21,Cash,0
14690,2413,13,2025-02-03,Debit,0
14691,3940,9,2025-06-12,Credit,0
14692,3552,11,2026-03-15,Credit,0
14693,994,8,2025-09-02,Cash,0
14694,681,1,2025-12-29,Cash,0
14695,3051,5,2026-07-12,Cash,0
14696,607,21,2024-08-07,Credit,0
14697,765,12,2025-08-16,Credit,0
14698,2912,18,2025-01-23,Credit,0
14699,592,6,2025-10-24,Cash,0
14700,3487,24,2025-08-25,Credit,0
14701,4316,14,2024-11-19,Debit,0
14702,272,17,2025-02-25,Credit,0
14703,4528,6,2026-07-12,Cash,0
14704,1214,8,2024-11-01,Debit,0
14705,829,3,2024-09-24,Cash,0
14706,4798,11,2026-03-14,Credit,0
14707,1353,6,2026-01-15,Debit,0
14708,2167,19,2025-07-26,Credit,0
14709,2345,12,2025-02-10,Debit,0
14710,158,7,2024-11-23,Cash,0
14711,3848,13,2025-08-07,Credit,0
14712,842,2,2026-07-07,Cash,0
14713,1758,6,2025-06-22,Debit,0
14714,3849,2,2024-08-20,Debit,0
14715,1541,2,2024-10-15,Credit,0
14716,811,10,2025-06-09,Cash,0
14717,2273,6,2026-01-11,Cash,0
14718,3596,12,2026-03-19,Debit,0
14719,2259,23,2026-03-02,Debit,0
14720,2244,25,2026-07-09,Debit,0
14721,1004,15,2025-10-02,Cash,0
14722,1588,1,2024-10-29,Cash,0
14723,3330,11,2024-11-03,Credit,0
14724,2149,17,2025-11-18,Debit,0
14725,3213,12,2026-04-25,Debit,0
14726,4348,3,2025-10-14,Debit,0
14727,4616,3,2024-11-20,Debit,0
14728,3203,12,2024-08-05,Debit,0
14729,762,15,2025-02-27,Cash,0
14730,4569,13,2025-12-16,Debit,0
14731,1263,3,2025-11-03,Cash,0
14732,3557,2,2026-06-29,Cash,0
14733,3934,3,2024-08-26,Debit,0
14734,3963,6,2025-01-14,Cash,0
14735,1029,20,2024-09-10,Credit,0
14736,2327,11,2026-03-30,Cash,0
14737,810,19,2024-12-19,Debit,0
14738,2600,3,2026-01-09,Debit,0
14739,2311,10,2025-02-27,Cash,0
14740,4483,22,2025-05-05,Cash,0
14741,2732,9,2025-02-04,Cash,0
14742,229,17,2025-12-12,Debit,0
14743,1842,17,2024-10-08,Credit,0
14744,112,22,2025-12-09,Credit,0
14745,4960,9,2025-07-09,Cash,0
14746,156,25,2025-06-17,Debit,0
14747,3260,23,2024-11-26,Cash,0
14748,4844,2,2025-07-17,Credit,0
14749,3794,19,2025-10-26,Credit,0
14750,4847,14,2025-08-23,Debit,0
14751,4720,23,2025-08-15,Cash,0
14752,1853,4,2026-02-09,Cash,0
14753,4555,16,2025-10-25,Cash,0
14754,4288,15,2025-04-26,Credit,0
14755,627,11,2026-03-26,Debit,0
14756,2138,23,2026-05-24,Credit,0
14757,987,14,2025-01-29,Debit,0
14758,552,14,2025-01-08,Debit,0
14759,3552,16,2026-03-30,Cash,0
14760,4713,17,2025-04-22,Debit,0
14761,3526,16,2025-07-19,Credit,0
14762,4383,11,2026-04-24,Cash,0
14763,3486,18,2025-06-12,Cash,0
14764,190,7,2025-07-24,Credit,0
14765,3012,5,2024-09-14,Credit,0
14766,4227,12,2025-08-24,Debit,0
14767,2449,2,2026-02-23,Cash,0
14768,2763,10,2024-10-12,Credit,0
14769,684,22,2026-06-28,Debit,0
14770,149,13,2026-07-08,Credit,0
14771,4794,18,2025-09-11,Debit,0
14772,733,4,2026-07-27,Credit,0
14773,4532,21,2026-07-05,Cash,0
14774,660,13,2026-06-25,Credit,0
14775,4016,18,2026-02-18,Debit,0
14776,1636,9,2025-03-10,Credit,0
14777,456,18,2026-04-26,Debit,0
14778,957,23,2025-09-16,Debit,0
14779,3308,14,2025-02-05,Debit,0
14780,3068,15,2026-01-26,Credit,0
14781,821,23,2024-08-30,Debit,0
14782,4681,11,2026-04-19,Debit,0
14783,199,5,2025-06-13,Cash,0
14784,769,7,2026-03-10,Credit,0
14785,2353,6,2026-07-23,Credit,0
14786,3154,18,2026-05-04,Cash,0
14787,3135,19,2025-10-06,Credit,0
14788,2819,15,2026-07-29,Cash,0
14789,1802,21,2025-09-07,Credit,0
14790,2894,15,2024-10-29,Cash,0
14791,373,4,2025-10-15,Debit,0
14792,4482,10,2026-04-11,Debit,0
14793,539,21,2025-11-24,Cash,0
14794,1380,24,2024-09-29,Debit,0
14795,509,6,2025-05-17,Cash,0
14796,4254,25,2026-06-07,Debit,0
14797,4392,20,2025-12-20,Credit,0
14798,1550,2,2025-08-17,Cash,0
14799,4402,4,2026-02-20,Debit,0
14800,3813,13,2026-04-10,Cash,0
14801,2253,1,2026-02-02,Credit,0
14802,3246,23,2024-10-13,Cash,0
14803,3462,5,2025-10-06,Credit,0
14804,1315,5,2025-08-06,Debit,0
14805,4652,23,2024-11-28,Debit,0
14806,1664,15,2026-05-27,Debit,0
14807,1378,4,2024-11-02,Cash,0
14808,4632,18,2026-06-09,Debit,0
14809,1633,6,2025-04-11,Credit,0
14810,3645,5,2026-01-22,Debit,0
14811,1113,2,2025-01-22,Debit,0
14812,3252,15,2025-09-07,Debit,0
14813,2247,19,2026-02-13,Credit,0
14814,123,12,2024-12-30,Credit,0
14815,4078,7,2024-12-08,Cash,0
14816,1971,15,2024-11-18,Debit,0
14817,1981,16,2025-04-22,Debit,0
14818,3068,23,2024-09-27,Cash,0
14819,4151,25,2026-06-24,Credit,0
14820,4232,7,2024-11-04,Cash,0
14821,3283,18,2026-07-10,Cash,0
14822,4618,9,2025-10-23,Credit,0
14823,1008,15,2024-11-28,Cash,0
14824,2280,19,2025-03-14,Credit,0
14825,3439,16,2024-12-18,Cash,0
14826,4783,10,2024-12-23,Cash,0
14827,3654,24,2025-12-20,Credit,0
14828,691,19,2025-11-26,Cash,0
14829,3515,7,2026-07-02,Debit,0
14830,4285,25,2026-06-22,Cash,0
14831,293,9,2025-06-25,Debit,0
14832,1198,1,2025-11-19,Cash,0
14833,4348,18,2024-10-09,Credit,0
14834,1383,7,2026-01-21,Credit,0
14835,3627,19,2025-01-08,Debit,0
14836,23,25,2025-05-26,Credit,0
14837,3608,16,2025-07-31,Cash,0
14838,567,11,2024-08-22,Credit,0
14839,1378,24,2025-12-05,Debit,0
14840,1417,9,2025-11-12,Debit,0
14841,2038,3,2024-08-13,Cash,0
14842,1035,20,2024-10-24,Credit,0
14843,1779,5,2026-07-24,Cash,0
14844,178,7,2025-11-30,Debit,0
14845,3865,21,2025-10-07,Debit,0
14846,289,2,2025-04-02,Credit,0
14847,1511,24,2025-12-30,Debit,0
14848,2159,5,2025-02-08,Debit,0
14849,197,19,2026-02-14,Credit,0
14850,1764,4,2026-04-29,Credit,0
14851,4212,4,2026-04-13,Credit,0
14852,497,8,2025-08-14,Debit,0
14853,1541,1,2024-08-04,Debit,0
14854,858,10,2025-08-15,Credit,0
14855,4512,21,2026-03-22,Cash,0
14856,344,11,2025-07-24,Credit,0
14857,2517,12,2025-12-12,Cash,0
14858,4501,5,2026-01-14,Debit,0
14859,2934,22,2024-11-05,Credit,0
14860,4462,23,2024-08-29,Debit,0
14861,4248,12,2024-08-27,Credit,0
14862,794,20,2025-05-31,Debit,0
14863,2295,17,2025-10-25,Credit,0
14864,2449,14,2025-01-11,Credit,0
14865,3600,9,2025-06-19,Credit,0
14866,1280,6,2025-02-24,Cash,0
14867,1401,18,2026-05-10,Debit,0
14868,2081,6,2024-11-16,Debit,0
14869,69,10,2025-02-09,Debit,0
14870,2283,15,2024-10-17,Cash,0
14871,3977,10,2025-06-25,Cash,0
14872,3170,12,2025-09-19,Credit,0
14873,4464,10,2025-01-27,Cash,0
14874,3337,14,2025-01-09,Cash,0
14875,1230,9,2025-01-13,Debit,0
14876,209,3,2025-04-12,Cash,0
14877,3547,22,2025-01-30,Cash,0
14878,824,6,2026-05-21,Credit,0
14879,2216,23,2026-04-01,Cash,0
14880,4543,4,2025-08-28,Cash,0
14881,3355,2,2026-05-19,Debit,0
14882,3255,6,2026-05-03,Credit,0
14883,830,1,2024-08-31,Credit,0
14884,3276,20,2024-12-07,Credit,0
14885,1336,14,2025-11-13,Credit,0
14886,1484,3,2025-06-12,Debit,0
14887,4596,9,2025-10-28,Debit,0
14888,1480,24,2025-02-24,Cash,0
14889,1282,2,2024-08-23,Debit,0
14890,1597,3,2024-11-17,Debit,0
14891,556,2,2025-06-05,Credit,0
14892,1072,9,2025-03-24,Debit,0
14893,1757,6,2025-02-18,Credit,0
14894,2927,24,2025-02-02,Debit,0
14895,35,22,2025-08-21,Debit,0
14896,3569,17,2024-08-05,Credit,0
14897,3200,10,2025-07-07,Cash,0
14898,4696,13,2024-09-16,Credit,0
14899,1011,23,2025-08-26,Debit,0
14900,1417,25,2026-06-24,Debit,0
14901,3752,5,2025-09-13,Debit,0
14902,1710,3,2024-10-11,Credit,0
14903,4552,19,2026-04-02,Debit,0
14904,304,14,2025-09-29,Cash,0
14905,2529,9,2026-07-27,Debit,0
14906,1165,1,2026-07-23,Cash,0
14907,3629,10,2025-02-28,Debit,0
14908,2899,16,2024-09-08,Cash,0
14909,4725,20,2024-11-02,Cash,0
14910,3575,22,2025-04-18,Debit,0
14911,1639,10,2025-05-25,Credit,0
14912,1214,21,2024-08-07,Cash,0
14913,2083,5,2025-01-03,Cash,0
14914,814,9,2025-11-12,Cash,0
14915,3798,21,2024-10-22,Credit,0
14916,636,8,2024-11-17,Debit,0
14917,3117,10,2024-12-16,Credit,0
14918,1081,19,2025-09-30,Cash,0
14919,4052,2,2025-04-29,Cash,0
14920,4241,8,2025-04-22,Credit,0
14921,2392,6,2025-07-19,Debit,0
14922,939,24,2025-05-21,Cash,0
14923,2171,5,2025-10-10,Debit,0
14924,4010,2,2025-02-23,Debit,0
14925,2436,22,2026-01-12,Credit,0
14926,4661,5,2025-09-25,Cash,0
14927,1048,11,2025-03-06,Credit,0
14928,3647,25,2026-02-24,Cash,0
14929,3451,24,2025-12-16,Debit,0
14930,407,1,2025-06-20,Debit,0
14931,4105,23,2026-05-19,Credit,0
14932,2950,6,2024-12-26,Debit,0
14933,961,9,2025-06-26,Cash,0
14934,2301,23,2026-07-03,Credit,0
14935,2980,14,2026-06-14,Debit,0
14936,3345,13,2026-05-23,Cash,0
14937,4945,16,2025-04-13,Cash,0
14938,4101,2,2025-07-26,Cash,0
14939,1143,24,2024-09-28,Cash,0
14940,3160,7,2025-09-19,Cash,0
14941,2899,16,2025-02-24,Debit,0
14942,4738,20,2026-05-30,Credit,0
14943,3910,20,2025-01-06,Debit,0
14944,4896,15,2025-03-10,Debit,0
14945,3316,15,2024-09-03,Debit,0
14946,3429,9,2025-11-19,Debit,0
14947,3458,16,2024-08-25,Debit,0
14948,3251,15,2025-10-14,Debit,0
14949,4711,23,2026-03-03,Cash,0
14950,1801,10,2024-09-24,Credit,0
14951,4182,4,2024-11-30,Debit,0
14952,4786,25,2025-03-17,Credit,0
14953,2281,1,2025-09-09,Cash,0
14954,1361,10,2025-07-15,Cash,0
14955,1323,4,2025-04-06,Debit,0
14956,2096,24,2026-02-12,Debit,0
14957,1636,23,2025-09-09,Cash,0
14958,2325,24,2025-03-22,Debit,0
14959,1092,4,2026-07-13,Debit,0
14960,3270,4,2024-11-15,Cash,0
14961,134,10,2025-02-14,Credit,0
14962,4209,7,2025-10-31,Debit,0
14963,352,2,2025-12-21,Debit,0
14964,4115,4,2026-06-24,Credit,0
14965,4593,7,2025-02-22,Debit,0
14966,2997,3,2025-07-10,Debit,0
14967,3280,19,2024-11-13,Cash,0
14968,2644,20,2026-05-07,Credit,0
14969,702,18,2024-11-19,Cash,0
14970,3943,14,2024-12-05,Debit,0
14971,1676,20,2024-08-18,Debit,0
14972,4724,25,2025-06-23,Cash,0
14973,298,11,2026-05-02,Debit,0
14974,4415,7,2024-10-07,Debit,0
14975,748,1,2025-02-26,Credit,0
14976,406,16,2024-10-05,Debit,0
14977,294,19,2024-11-21,Debit,0
14978,483,22,2024-11-25,Cash,0
14979,2650,9,2025-04-30,Debit,0
14980,920,7,2026-02-20,Debit,0
14981,2255,2,2025-06-14,Cash,0
14982,4978,10,2025-05-27,Cash,0
14983,1223,23,2024-12-04,Cash,0
14984,4596,11,2024-10-26,Credit,0
14985,2633,1,2026-02-27,Cash,0
14986,817,5,2025-08-29,Credit,0
14987,793,12,2025-07-08,Debit,0
14988,4697,12,2025-05-04,Credit,0
14989,3018,19,2025-04-30,Cash,0
14990,2196,3,2025-03-17,Credit,0
14991,3600,4,2024-11-05,Debit,0
14992,3207,11,2025-06-27,Debit,0
14993,1776,13,2025-02-21,Cash,0
14994,968,18,2026-06-21,Cash,0
14995,895,21,2025-04-16,Debit,0
14996,3,7,2026-03-16,Cash,0
14997,4489,2,2026-02-17,Credit,0
14998,2039,5,2025-03-22,Credit,0
14999,2910,7,2025-09-05,Credit,0
15000,1637,13,2025-05-24,Cash,0
15001,2351,9,2024-09-05,Credit,0
15002,993,16,2024-11-16,Credit,0
15003,1279,3,2026-07-03,Credit,0
15004,3428,11,2025-05-29,Cash,0
15005,2553,18,2024-10-27,Cash,0
15006,518,4,2026-01-14,Debit,0
15007,3346,18,2026-08-04,Debit,0
15008,1457,13,2025-12-04,Cash,0
15009,969,16,2025-01-03,Cash,0
15010,3918,1,2025-09-03,Cash,0
15011,1001,12,2026-02-20,Cash,0
15012,4466,25,2025-04-25,Debit,0
15013,2868,2,2024-11-07,Cash,0
15014,2970,11,2026-01-07,Credit,0
15015,4785,20,2025-06-26,Debit,0
15016,3780,8,2025-09-14,Cash,0
15017,1629,22,2025-07-07,Cash,0
15018,1244,4,2025-07-31,Cash,0
15019,611,24,2025-03-13,Cash,0
15020,2543,7,2025-09-06,Debit,0
15021,3123,13,2025-02-07,Credit,0
15022,3181,5,2025-08-02,Credit,0
15023,912,7,2025-05-03,Credit,0
15024,3090,6,2026-03-20,Cash,0
15025,2742,8,2026-05-10,Credit,0
15026,2261,9,2024-12-24,Cash,0
15027,3146,1,2025-04-22,Cash,0
15028,2388,14,2024-11-07,Credit,0
15029,925,23,2024-10-20,Cash,0
15030,77,11,2025-01-04,Credit,0
15031,4532,9,2025-05-01,Credit,0
15032,4571,10,2024-11-15,Debit,0
15033,3701,12,2026-07-26,Cash,0
15034,1640,14,2025-01-07,Cash,0
15035,229,16,2026-07-26,Debit,0
15036,4225,4,2026-02-28,Cash,0
